fighter_1,fighter_2,fighter_1_odds,fighter_2_odds,winner,win_method,match_date,weight_class,match_duration_minutes
Lauzon J.,Guida C.,1.99,1.81,Guida C.,Technical Knockout,2017-11-12,lightweight-ufc-men,3.0
Northcutt S.,Quinones M.,1.53,2.53,Northcutt S.,Decision,2017-11-12,lightweight-ufc-men,1.0
Vick J.,Duffy J.,2.36,1.59,Vick J.,Technical Knockout,2017-11-05,lightweight-ufc-men,0.0
Trinaldo F.,Miller J.,1.46,2.68,Trinaldo F.,Decision,2017-10-29,lightweight-ufc-men,2.0
Held M.,Haqparast N.,1.22,4.15,Held M.,Decision,2017-10-21,lightweight-ufc-men,15.75
Dariush B.,Dunham E.,1.42,2.81,Draw,Draw,2017-10-08,lightweight-ufc-men,2.0
Brooks W.,Lentz N.,1.25,3.93,canc.,Cancelled,2017-10-08,lightweight-ufc-men,0.0
Gomi T.,Kim D. H.,3.96,1.25,Kim D. H.,Technical Knockout,2017-09-23,lightweight-ufc-men,2.0
Gillespie G.,Gonzalez J.,1.21,4.38,Gillespie G.,Submission,2017-09-17,lightweight-ufc-men,2.0
Saggo J.,Burns G.,2.24,1.65,Burns G.,Knockout,2017-09-16,lightweight-ufc-men,23.5
Clarke M.,White A.,2.72,1.45,White A.,Technical Knockout,2017-09-09,lightweight-ufc-men,22.5
Gouti T.,Holbrook A.,2.44,1.56,Gouti T.,Technical Knockout,2017-09-02,lightweight-ufc-men,15.5
Prazeres M.,Burnell M.,1.28,3.75,Prazeres M.,Submission,2017-09-02,lightweight-ufc-men,15.5
Bravo M.,Bandenay H.,1.32,3.46,Bandenay H.,Knockout,2017-08-06,lightweight-ufc-men,2.0
Herrera A.,Rinaldi J.,2.78,1.46,Rinaldi J.,Submission,2017-08-05,lightweight-ufc-men,23.0
Burkman J.,Dober D.,3.47,1.31,Dober D.,Knockout,2017-07-29,lightweight-ufc-men,22.5
Wade C.,Perez F.,1.31,3.58,Wade C.,Decision,2017-07-22,lightweight-ufc-men,20.0
Ray S.,Felder P.,1.55,2.51,Felder P.,Knockout,2017-07-16,lightweight-ufc-men,19.0
Pettis A.,Miller J.,1.44,2.88,Pettis A.,Decision,2017-07-09,lightweight-ufc-men,2.0
Diakiese M.,Klose D.,1.4,2.98,Klose D.,Decision,2017-07-08,lightweight-ufc-men,1.0
Chiesa M.,Lee K.,2.06,1.78,Lee K.,Submission,2017-06-26,lightweight-ufc-men,1.0
Guida C.,Koch E.,3.79,1.28,Guida C.,Decision,2017-06-25,lightweight-ufc-men,23.0
Martin A.,Case J.,1.77,2.09,Martin A.,Decision,2017-06-25,lightweight-ufc-men,21.5
Gomi T.,Tuck J.,3.56,1.3,Tuck J.,Submission,2017-06-17,lightweight-ufc-men,11.5
Hooker D.,Pearson R.,1.67,2.23,Hooker D.,Knockout,2017-06-11,lightweight-ufc-men,2.0
Kim D. H.,Gouti T.,1.8,2.0,canc.,Cancelled,2017-06-10,lightweight-ufc-men,23.0
Madadi R.,Silva J.,2.41,1.58,Silva J.,Decision,2017-05-28,lightweight-ufc-men,15.0
Alvarez E.,Poirier D.,2.04,1.8,Draw,Draw,2017-05-14,lightweight-ufc-men,0.0
Penn BJ,Hall R.,4.42,1.21,Hall R.,Submission,2018-12-30,lightweight-ufc-men,1.0
Lee K.,Iaquinta A.,1.3,3.56,Iaquinta A.,Decision,2018-12-16,lightweight-ufc-men,2.5
Miller J.,Oliveira C.,3.39,1.32,Oliveira C.,Submission,2018-12-16,lightweight-ufc-men,1.0
Green B.,Klose D.,3.01,1.38,Klose D.,Decision,2018-12-15,lightweight-ufc-men,23.5
Aubin-Mercier O.,Burns G.,1.75,2.09,Burns G.,Decision,2018-12-09,lightweight-ufc-men,2.0
